TransactionID,Date,StoreID,ProductID,Units,DiscountPct,UnitPrice,UnitCost,Revenue,COGS,GrossProfit
97,2024-05-14,17,181,7,0.0,257.06,90.29,1799.42,632.03,1167.39
98,2024-04-27,1,25,4,0.15,199.89,109.46,799.56,437.84,361.72
99,2024-12-20,7,145,2,0.0,139.31,26.35,278.62,52.7,225.92
100,2024-05-06,11,274,2,0.0,243.47,126.46,486.94,252.92,234.02
101,2024-01-26,23,213,4,0.0,200.79,174.6,803.16,698.4,104.76
102,2024-05-18,20,224,3,0.0,139.1,84.23,417.3,252.69,164.61
103,2024-07-13,25,265,1,0.0,84.69,62.2,84.69,62.2,22.49
104,2024-02-04,17,291,2,0.05,60.78,51.93,121.56,103.86,17.7
105,2024-04-21,13,172,2,0.15,160.63,152.16,321.26,304.32,16.94
106,2024-03-01,17,301,8,0.2,43.93,44.21,351.44,353.68,-2.24
107,2024-07-01,12,363,2,0.0,214.37,9.48,428.74,18.96,409.78
108,2024-09-20,5,53,1,0.2,178.9,128.01,178.9,128.01,50.89
109,2024-12-19,18,292,4,0.05,208.27,161.56,833.08,646.24,186.84
110,2024-05-22,9,110,4,0.0,78.05,21.74,312.2,86.96,225.24
111,2024-11-11,8,44,5,0.15,107.57,35.55,537.85,177.75,360.1
112,2024-03-19,22,101,2,0.0,165.02,132.87,330.04,265.74,64.3
113,2024-10-11,2,372,3,0.0,192.35,102.89,577.05,308.67,268.38
114,2024-07-24,1,244,3,0.05,164.38,42.98,493.14,128.94,364.2
115,2024-10-03,11,184,4,0.1,110.65,72.34,442.6,289.36,153.24
116,2024-10-02,18,104,3,0.0,126.22,91.15,378.66,273.45,105.21
117,2024-07-13,26,214,2,0.05,234.76,177.24,469.52,354.48,115.04
118,2024-04-03,16,207,3,0.1,233.12,156.16,699.36,468.48,230.88
119,2024-07-11,8,164,6,0.0,132.4,115.13,794.4,690.78,103.62
120,2024-10-28,11,177,2,0.05,178.96,163.81,357.92,327.62,30.3
121,2024-12-20,12,290,3,0.1,127.19,97.81,381.57,293.43,88.14
122,2024-12-04,11,235,4,0.05,123.51,9.72,494.04,38.88,455.16
123,2024-03-07,21,12,4,0.1,131.2,117.37,524.8,469.48,55.32
124,2024-08-06,24,141,3,0.05,194.52,178.05,583.56,534.15,49.41
125,2024-02-08,22,25,1,0.0,217.75,109.46,217.75,109.46,108.29
126,2024-09-01,12,370,5,0.05,122.37,112.01,611.85,560.05,51.8
127,2024-12-28,9,129,4,0.0,188.91,139.21,755.64,556.84,198.8
128,2024-01-20,3,387,4,0.0,168.54,146.56,674.16,586.24,87.92
129,2024-08-27,24,100,6,0.0,136.68,92.78,820.08,556.68,263.4
130,2024-12-11,29,141,4,0.15,205.37,178.05,821.48,712.2,109.28
131,2024-11-05,2,165,4,0.0,292.26,117.2,1169.04,468.8,700.24
132,2024-05-23,4,366,3,0.1,201.68,2.66,605.04,7.98,597.06
133,2024-02-07,7,37,1,0.15,168.02,23.36,168.02,23.36,144.66
134,2024-12-03,24,318,1,0.05,230.94,19.24,230.94,19.24,211.7
135,2024-12-02,7,263,3,0.2,64.02,34.58,192.06,103.74,88.32
136,2024-07-30,1,91,4,0.0,145.66,126.66,582.64,506.64,76.0
137,2024-12-23,11,338,1,0.15,111.92,55.07,111.92,55.07,56.85
138,2024-01-02,11,226,4,0.0,85.87,74.67,343.48,298.68,44.8
139,2024-08-13,12,202,5,0.0,157.9,137.3,789.5,686.5,103.0
140,2024-01-15,16,152,6,0.2,52.87,27.97,317.22,167.82,149.4
141,2024-12-07,8,168,4,0.15,44.33,11.4,177.32,45.6,131.72
142,2024-09-05,1,321,3,0.0,173.17,92.78,519.51,278.34,241.17
143,2024-11-29,4,388,3,0.0,303.87,57.99,911.61,173.97,737.64
144,2024-07-24,23,358,3,0.05,183.04,167.54,549.12,502.62,46.5
145,2024-01-31,20,134,4,0.1,178.27,115.72,713.08,462.88,250.2
146,2024-01-10,8,249,2,0.0,224.04,122.23,448.08,244.46,203.62
147,2024-05-02,29,400,1,0.0,191.56,127.75,191.56,127.75,63.81
148,2024-09-28,17,253,3,0.05,132.43,121.22,397.29,363.66,33.63
149,2024-02-25,24,1,5,0.2,154.04,55.05,770.2,275.25,494.95
150,2024-11-07,24,289,5,0.0,184.01,135.6,920.05,678.0,242.05
151,2024-03-28,10,229,3,0.0,207.94,100.43,623.82,301.29,322.53
152,2024-06-30,18,199,5,0.0,258.29,176.74,1291.45,883.7,407.75
153,2024-03-15,18,15,4,0.1,33.77,6.19,135.08,24.76,110.32
154,2024-06-19,14,189,4,0.0,90.34,35.3,361.36,141.2,220.16
155,2024-06-14,20,317,2,0.15,99.34,101.63,198.68,203.26,-4.58
156,2024-01-02,11,226,4,0.0,85.87,74.67,343.48,298.68,44.8
157,2024-07-26,3,108,4,0.05,164.84,150.89,659.36,603.56,55.8
158,2024-10-14,2,328,4,0.0,179.03,12.73,716.12,50.92,665.2
159,2024-12-07,14,180,2,0.0,84.1,61.97,168.2,123.94,44.26
160,2024-04-30,28,259,3,0.2,122.57,106.67,367.71,320.01,47.7
161,2024-11-17,7,6,2,0.0,214.93,158.38,429.86,316.76,113.1
162,2024-11-16,18,58,3,0.0,269.77,83.08,809.31,249.24,560.07
163,2024-12-26,5,81,3,0.1,114.23,74.17,342.69,222.51,120.18
164,2024-05-16,19,57,4,0.0,202.88,176.42,811.52,705.68,105.84
165,2024-11-06,6,171,3,0.1,75.21,61.58,225.63,184.74,40.89
166,2024-07-25,14,167,5,0.2,198.34,137.56,991.7,687.8,303.9
167,2024-01-22,25,33,4,0.15,123.12,125.96,492.48,503.84,-11.36
168,2024-04-08,12,264,1,0.1,158.8,16.18,158.8,16.18,142.62
169,2024-09-02,29,194,5,0.0,124.35,108.13,621.75,540.65,81.1
170,2024-02-28,2,157,5,0.0,202.56,53.28,1012.8,266.4,746.4
171,2024-06-07,3,98,2,0.0,130.02,113.06,260.04,226.12,33.92
172,2024-10-09,6,153,4,0.0,65.16,33.39,260.64,133.56,127.08
173,2024-02-24,8,66,2,0.0,235.23,126.26,470.46,252.52,217.94
174,2024-06-30,13,359,1,0.15,97.38,9.69,97.38,9.69,87.69
175,2024-03-19,28,206,4,0.05,166.35,140.98,665.4,563.92,101.48
176,2024-07-14,8,348,3,0.1,187.88,78.21,563.64,234.63,329.01
177,2024-03-28,11,343,4,0.1,210.62,155.43,842.48,621.72,220.76
178,2024-12-18,2,191,3,0.05,215.31,167.02,645.93,501.06,144.87
179,2024-01-28,22,160,4,0.0,138.67,89.3,554.68,357.2,197.48
180,2024-12-17,17,288,4,0.05,222.8,172.7,891.2,690.8,200.4
181,2024-10-16,2,154,3,0.0,187.88,163.37,563.64,490.11,73.53
182,2024-11-08,14,181,3,0.0,303.33,90.29,909.99,270.87,639.12
183,2024-11-06,7,164,2,0.1,140.61,115.13,281.22,230.26,50.96
184,2024-03-09,13,242,8,0.15,159.92,144.36,1279.36,1154.88,124.48
185,2024-12-05,9,22,6,0.0,183.37,7.47,1100.22,44.82,1055.4
186,2024-08-04,24,110,2,0.05,74.15,21.74,148.3,43.48,104.82
187,2024-12-17,2,273,2,0.05,231.5,179.57,463.0,359.14,103.86
188,2024-11-16,18,200,4,0.0,152.04,112.04,608.16,448.16,160.0
189,2024-07-30,24,277,2,0.0,189.57,164.84,379.14,329.68,49.46
190,2024-05-16,1,258,5,0.15,53.29,54.51,266.45,272.55,-6.1
191,2024-02-12,28,133,1,0.0,106.45,70.42,106.45,70.42,36.03
192,2024-02-06,23,177,2,0.1,169.54,163.81,339.08,327.62,11.46
193,2024-05-22,9,28,1,0.0,176.0,153.04,176.0,153.04,22.96
194,2024-10-23,15,304,2,0.05,207.58,157.5,415.16,315.0,100.16
195,2024-07-03,21,178,7,0.1,109.81,106.1,768.67,742.7,25.97
196,2024-06-24,16,107,2,0.0,129.84,57.29,259.68,114.58,145.1
197,2024-03-30,23,214,3,0.0,266.89,177.24,800.67,531.72,268.95
198,2024-07-25,27,6,4,0.0,182.14,158.38,728.56,633.52,95.04
199,2024-08-20,11,167,7,0.0,247.93,137.56,1735.51,962.92,772.59
200,2024-12-24,4,366,4,0.05,251.2,2.66,1004.8,10.64,994.16
201,2024-09-23,13,154,5,0.05,178.49,163.37,892.45,816.85,75.6
202,2024-08-09,18,145,3,0.05,112.16,26.35,336.48,79.05,257.43
203,2024-11-28,24,180,2,0.0,84.1,61.97,168.2,123.94,44.26
204,2024-06-04,9,101,1,0.0,152.8,132.87,152.8,132.87,19.93
205,2024-12-07,28,89,1,0.0,140.41,103.47,140.41,103.47,36.94
206,2024-05-15,2,191,4,0.05,182.47,167.02,729.88,668.08,61.8
207,2024-02-16,18,265,4,0.05,80.46,62.2,321.84,248.8,73.04
208,2024-06-01,14,100,4,0.15,116.18,92.78,464.72,371.12,93.6
209,2024-02-16,21,85,2,0.0,52.76,7.45,105.52,14.9,90.62
210,2024-02-13,9,294,3,0.05,65.08,59.24,195.24,177.72,17.52
211,2024-11-17,28,201,5,0.0,117.34,86.47,586.7,432.35,154.35
212,2024-10-17,1,123,3,0.0,161.12,28.5,483.36,85.5,397.86
213,2024-03-21,25,339,3,0.2,71.09,71.55,213.27,214.65,-1.38
214,2024-11-01,15,397,3,0.0,69.58,4.41,208.74,13.23,195.51
215,2024-01-26,16,340,4,0.0,175.44,75.57,701.76,302.28,399.48
216,2024-04-13,10,111,2,0.0,215.27,13.9,430.54,27.8,402.74
217,2024-09-14,12,391,4,0.15,100.1,39.73,400.4,158.92,241.48
218,2024-04-20,14,145,5,0.0,127.5,26.35,637.5,131.75,505.75
219,2024-09-23,10,32,4,0.2,128.07,139.21,512.28,556.84,-44.56
220,2024-11-15,1,216,2,0.0,179.58,132.34,359.16,264.68,94.48
221,2024-01-25,13,383,2,0.05,89.96,82.35,179.92,164.7,15.22
222,2024-01-09,13,2,6,0.2,152.17,165.4,913.02,992.4,-79.38
223,2024-12-09,22,4,4,0.1,164.83,20.8,659.32,83.2,576.12
224,2024-07-08,15,2,4,0.2,152.17,165.4,608.68,661.6,-52.92
225,2024-07-03,17,337,4,0.05,114.94,38.06,459.76,152.24,307.52
226,2024-06-18,14,94,7,0.0,66.24,57.6,463.68,403.2,60.48
227,2024-06-07,13,199,3,0.05,245.38,176.74,736.14,530.22,205.92
228,2024-09-08,22,33,4,0.0,144.85,125.96,579.4,503.84,75.56
229,2024-07-30,21,378,8,0.05,92.07,30.13,736.56,241.04,495.52
230,2024-02-29,30,305,3,0.05,56.49,51.7,169.47,155.1,14.37
231,2024-08-16,15,228,3,0.05,91.68,16.18,275.04,48.54,226.5
232,2024-08-31,1,349,2,0.15,137.56,140.72,275.12,281.44,-6.32
233,2024-02-11,18,82,4,0.05,149.4,39.96,597.6,159.84,437.76
234,2024-05-17,12,166,4,0.15,118.25,120.97,473.0,483.88,-10.88
235,2024-10-15,3,389,3,0.1,149.1,144.06,447.3,432.18,15.12
236,2024-08-13,26,207,2,0.15,203.86,156.16,407.72,312.32,95.4
237,2024-02-19,19,122,3,0.1,198.2,67.63,594.6,202.89,391.71
238,2024-01-15,19,246,3,0.1,160.01,154.6,480.03,463.8,16.23
239,2024-07-31,20,375,4,0.0,132.08,1.85,528.32,7.4,520.92
240,2024-06-17,30,38,1,0.0,255.72,91.31,255.72,91.31,164.41
241,2024-12-16,21,398,3,0.0,202.1,30.62,606.3,91.86,514.44
242,2024-07-09,22,188,3,0.1,63.82,61.66,191.46,184.98,6.48
243,2024-12-05,23,36,5,0.0,174.96,37.12,874.8,185.6,689.2
244,2024-03-19,22,384,5,0.15,115.08,109.01,575.4,545.05,30.35
245,2024-06-12,22,229,2,0.0,192.54,100.43,385.08,200.86,184.22
246,2024-02-20,3,84,4,0.1,110.38,57.75,441.52,231.0,210.52
247,2024-07-28,13,74,2,0.0,99.3,25.0,198.6,50.0,148.6
248,2024-03-09,9,34,4,0.0,190.98,151.0,763.92,604.0,159.92
249,2024-06-28,27,212,2,0.15,133.21,118.08,266.42,236.16,30.26
250,2024-05-05,18,113,4,0.2,187.7,10.95,750.8,43.8,707.0
251,2024-03-08,16,127,3,0.2,171.45,172.56,514.35,517.68,-3.33
252,2024-02-05,16,220,3,0.0,118.01,8.33,354.03,24.99,329.04
253,2024-07-05,21,384,2,0.05,119.09,109.01,238.18,218.02,20.16
254,2024-12-11,23,348,5,0.15,209.39,78.21,1046.95,391.05,655.9
255,2024-03-13,7,43,2,0.0,164.57,132.5,329.14,265.0,64.14
256,2024-05-27,30,142,3,0.0,220.39,100.52,661.17,301.56,359.61
257,2024-03-22,23,89,3,0.0,128.51,103.47,385.53,310.41,75.12
258,2024-10-22,7,138,1,0.0,34.86,30.31,34.86,30.31,4.55
259,2024-05-31,19,361,4,0.0,147.63,128.37,590.52,513.48,77.04
260,2024-12-21,13,138,4,0.1,37.02,30.31,148.08,121.24,26.84
261,2024-03-30,12,259,2,0.0,153.21,106.67,306.42,213.34,93.08
262,2024-01-30,27,337,2,0.15,102.84,38.06,205.68,76.12,129.56
263,2024-07-31,9,110,2,0.0,78.05,21.74,156.1,43.48,112.62
264,2024-08-25,26,188,4,0.0,70.91,61.66,283.64,246.64,37.0
265,2024-12-27,20,326,7,0.0,170.46,8.35,1193.22,58.45,1134.77
266,2024-11-14,25,133,2,0.05,119.33,70.42,238.66,140.84,97.82
267,2024-11-18,23,268,5,0.0,243.96,179.78,1219.8,898.9,320.9
268,2024-08-19,19,71,4,0.0,193.85,73.32,775.4,293.28,482.12
269,2024-05-11,6,368,2,0.0,141.05,6.6,282.1,13.2,268.9
270,2024-06-05,30,51,3,0.0,48.04,8.58,144.12,25.74,118.38
271,2024-02-18,20,276,3,0.0,85.13,71.23,255.39,213.69,41.7
272,2024-06-06,11,390,1,0.0,170.61,108.53,170.61,108.53,62.08
273,2024-05-13,8,58,1,0.1,205.76,83.08,205.76,83.08,122.68
274,2024-01-14,4,195,3,0.0,240.34,2.31,721.02,6.93,714.09
275,2024-03-15,10,380,5,0.15,162.72,154.13,813.6,770.65,42.95
276,2024-07-14,4,29,3,0.0,227.46,11.24,682.38,33.72,648.66
277,2024-05-14,27,123,3,0.05,153.06,28.5,459.18,85.5,373.68
278,2024-12-28,14,363,4,0.1,227.66,9.48,910.64,37.92,872.72
279,2024-06-23,19,54,5,0.0,237.45,31.99,1187.25,159.95,1027.3
280,2024-12-15,25,382,3,0.1,202.08,165.46,606.24,496.38,109.86
281,2024-08-29,29,299,2,0.0,224.03,117.97,448.06,235.94,212.12
282,2024-01-15,14,95,2,0.05,186.58,141.95,373.16,283.9,89.26
283,2024-03-15,2,83,2,0.0,262.8,106.31,525.6,212.62,312.98
284,2024-09-14,19,127,1,0.1,178.6,172.56,178.6,172.56,6.04
285,2024-07-17,29,212,4,0.0,156.72,118.08,626.88,472.32,154.56
286,2024-04-20,11,385,4,0.1,198.13,177.25,792.52,709.0,83.52
287,2024-07-09,4,318,1,0.0,206.01,19.24,206.01,19.24,186.77
288,2024-11-25,22,7,2,0.0,213.37,51.82,426.74,103.64,323.1
289,2024-05-21,19,236,1,0.0,168.94,20.56,168.94,20.56,148.38
290,2024-01-17,5,130,5,0.0,191.66,56.66,958.3,283.3,675.0
291,2024-04-23,1,213,2,0.1,195.17,174.6,390.34,349.2,41.14
292,2024-12-07,16,173,5,0.15,100.79,87.38,503.95,436.9,67.05
293,2024-10-05,5,236,5,0.05,160.49,20.56,802.45,102.8,699.65
294,2024-11-01,6,309,6,0.0,306.38,79.47,1838.28,476.82,1361.46
295,2024-11-28,10,96,2,0.15,230.0,99.3,460.0,198.6,261.4
296,2024-02-12,15,148,2,0.05,210.56,15.33,421.12,30.66,390.46
297,2024-04-13,25,19,5,0.0,175.41,36.48,877.05,182.4,694.65
298,2024-01-22,13,136,3,0.0,55.36,38.42,166.08,115.26,50.82
299,2024-01-02,26,396,2,0.0,72.47,63.02,144.94,126.04,18.9
300,2024-10-31,19,292,2,0.0,185.79,161.56,371.58,323.12,48.46
301,2024-12-07,12,271,5,0.1,241.9,25.49,1209.5,127.45,1082.05
302,2024-02-26,16,340,3,0.0,175.44,75.57,526.32,226.71,299.61
303,2024-09-20,5,228,1,0.05,91.68,16.18,91.68,16.18,75.5
304,2024-07-14,30,38,5,0.0,255.72,91.31,1278.6,456.55,822.05
305,2024-01-26,10,264,4,0.15,138.86,16.18,555.44,64.72,490.72
306,2024-11-30,28,57,1,0.05,227.43,176.42,227.43,176.42,51.01
307,2024-11-14,20,79,1,0.0,187.69,114.6,187.69,114.6,73.09
308,2024-07-26,9,264,2,0.15,138.86,16.18,277.72,32.36,245.36
309,2024-09-15,15,370,1,0.05,122.37,112.01,122.37,112.01,10.36
310,2024-05-24,4,126,4,0.1,68.64,66.32,274.56,265.28,9.28
311,2024-10-16,19,121,2,0.0,177.47,154.32,354.94,308.64,46.3
312,2024-06-11,2,268,2,0.0,206.75,179.78,413.5,359.56,53.94
313,2024-12-27,20,126,3,0.1,81.0,66.32,243.0,198.96,44.04
314,2024-01-24,6,70,2,0.2,84.64,92.0,169.28,184.0,-14.72
315,2024-03-03,4,93,1,0.15,124.35,117.79,124.35,117.79,6.56
316,2024-12-19,7,322,3,0.0,106.53,78.5,319.59,235.5,84.09
317,2024-04-15,3,246,2,0.1,172.81,154.6,345.62,309.2,36.42
318,2024-04-23,27,129,4,0.05,164.25,139.21,657.0,556.84,100.16
319,2024-10-15,29,399,3,0.05,142.91,130.81,428.73,392.43,36.3
320,2024-03-10,28,135,1,0.05,206.5,2.92,206.5,2.92,203.58
321,2024-07-06,22,275,2,0.05,211.21,107.54,422.42,215.08,207.34
322,2024-04-14,7,72,2,0.0,106.66,85.88,213.32,171.76,41.56
323,2024-03-13,23,376,2,0.0,211.22,153.75,422.44,307.5,114.94
324,2024-12-17,23,85,1,0.0,62.26,7.45,62.26,7.45,54.81
325,2024-03-13,8,173,3,0.0,108.53,87.38,325.59,262.14,63.45
326,2024-02-04,26,240,4,0.05,170.34,155.92,681.36,623.68,57.68
327,2024-09-02,30,209,4,0.2,151.48,132.1,605.92,528.4,77.52
328,2024-11-12,12,233,3,0.1,141.58,7.62,424.74,22.86,401.88
329,2024-02-16,18,310,4,0.05,94.23,86.25,376.92,345.0,31.92
330,2024-09-15,27,330,5,0.0,257.95,93.38,1289.75,466.9,822.85
331,2024-07-16,8,136,7,0.0,55.36,38.42,387.52,268.94,118.58
332,2024-10-29,30,253,3,0.1,125.46,121.22,376.38,363.66,12.72
333,2024-02-16,10,228,7,0.05,91.68,16.18,641.76,113.26,528.5
334,2024-12-22,30,172,4,0.1,185.83,152.16,743.32,608.64,134.68
335,2024-08-13,8,203,1,0.0,187.1,162.7,187.1,162.7,24.4
336,2024-11-03,23,322,5,0.0,106.53,78.5,532.65,392.5,140.15
337,2024-05-12,16,272,4,0.05,151.47,103.9,605.88,415.6,190.28
338,2024-12-10,12,7,2,0.05,202.7,51.82,405.4,103.64,301.76
339,2024-08-16,14,26,2,0.0,166.14,144.47,332.28,288.94,43.34
340,2024-02-16,7,281,2,0.05,61.75,13.02,123.5,26.04,97.46
341,2024-12-02,21,213,6,0.0,236.93,174.6,1421.58,1047.6,373.98
342,2024-10-17,30,218,2,0.05,209.26,63.02,418.52,126.04,292.48
343,2024-04-19,18,339,8,0.0,88.86,71.55,710.88,572.4,138.48
344,2024-07-18,9,89,2,0.0,118.99,103.47,237.98,206.94,31.04
345,2024-05-21,21,102,7,0.1,165.26,159.67,1156.82,1117.69,39.13
346,2024-07-17,14,255,6,0.2,141.36,153.65,848.16,921.9,-73.74
347,2024-12-18,28,313,2,0.1,179.31,146.82,358.62,293.64,64.98
348,2024-11-24,8,395,6,0.0,268.1,6.34,1608.6,38.04,1570.56
349,2024-03-19,16,372,3,0.0,207.74,102.89,623.22,308.67,314.55
350,2024-12-20,15,139,2,0.0,275.18,30.7,550.36,61.4,488.96
351,2024-06-08,27,72,4,0.15,83.95,85.88,335.8,343.52,-7.72
352,2024-09-14,4,256,4,0.0,176.08,63.3,704.32,253.2,451.12
353,2024-10-05,19,75,4,0.15,159.44,50.78,637.76,203.12,434.64
354,2024-06-25,25,176,4,0.0,158.9,91.36,635.6,365.44,270.16
